"","X","alpha_0","beta","gamma","w","a","N_Lin.N","Mean_Lin.Z_mean","Var_Lin.Z_var","N_SD025.N","Mean_SD025.Z_mean","Var_SD025.Z_var","N_SD100.N","Mean_SD100.Z_mean","Var_SD100.Z_var","alpha_0","beta","gamma","w","a","N_SD050.N","Mean_SD050.Z_mean","Var_SD050.Z_var","N_SD075.N","Mean_SD075.Z_mean","Var_SD075.Z_var","N_SD125.N","Mean_SD125.Z_mean","Var_SD125.Z_var"
"68",68,1.143401,36.51753,0.296771,0.300969,2.7e-05,20857.72,0.546943,0.000226,19960.97,0.540474,0.000226,15206.69,0.512319,0.000264,1.143401,36.51753,0.296771,0.300969,2.7e-05,18894.8794316096,0.532960512772667,0.000230746021661256,17377.0802399506,0.523851078801762,0.00024223158383303,12067.2675015875,0.496687744327543,0.000304662387209641
"69",69,1.418605,124.04816,0.226292,0.068103,2.5e-05,45822.59,0.591932,0.000121,45378.57,0.588661,0.000127,36593.21,0.566348,0.000345,1.418605,124.04816,0.226292,0.068103,2.5e-05,44722.1967777899,0.585324342969166,0.000138477124419428,43874.0522717419,0.581320422443718,0.000171570905240762,2.30053536148364e-25,0.258211589139853,0.000568153904112542
"70",70,0.652625,148.55282,0.140652,0.367854,2.5e-05,12720.58,0.570796,0.000175,8671.888,0.553991,0.000172,0,0.060932,0.000167,0.652625,148.55282,0.140652,0.367854,2.5e-05,1342.9325328385,0.525112501043599,0.000187373450623653,8.27705978322034e-23,0.105971393082659,0.000263217811713337,2.62002727481711e-24,0.0400777602122437,0.000148503180728917
"71",71,1.210734,125.29029,0.288085,0.35931,3.3e-05,19420.25,0.577466,0.000114,17372.69,0.567821,0.000125,0,0.598747,0.000121,1.210734,125.29029,0.288085,0.35931,3.3e-05,13584.7099678397,0.55520907605011,0.000148599910702953,1627.50961963671,0.533068754985834,0.000207918219308792,1.77186674101788e-51,0.0720072616512532,0.000341333982555239
"72",72,1.787053,64.06759,0.392558,0.007989,1.2e-05,115896.9,0.595811,0.000227,115711.2,0.593959,0.000228,114858.5,0.588586,0.000242,1.787053,64.06759,0.392558,0.007989,1.2e-05,117055.253917449,0.592221210315968,0.000232109782913134,116762.610731313,0.590428190228838,0.000236191549533502,116235.54896019,0.587317123818944,0.000258926847877094
"73",73,0.984849,111.14927,0.186019,0.305004,9.8e-05,5171.799,0.561604,0.000135,3880.419,0.544365,0.000117,0,0.092319,0.000171,0.984849,111.14927,0.186019,0.305004,9.8e-05,5.2916419042897e-27,0.179287634222292,0.000512046054960603,1.49527105566402e-28,0.128827128998326,0.000207047022727738,1.80580196329327e-31,0.0686454075118942,0.000161673616527633
"74",74,2.423902,33.09692,0.321036,0.178547,7.4e-05,24269.93,0.568915,0.000142,23860.27,0.562718,0.000145,22026.05,0.542034,0.000164,2.423902,33.09692,0.321036,0.178547,7.4e-05,23352.02193574,0.556156383992017,0.000149013863754699,22743.9051769119,0.549272940075387,0.000155179353011143,21145.5975802081,0.534077807493292,0.000178106075374114
"75",75,2.093611,81.40225,0.248999,0.378569,3.7e-05,38259.14,0.587798,0.000125,37778.93,0.583391,0.00013,34904.97,0.567461,0.000194,2.093611,81.40225,0.248999,0.378569,3.7e-05,37087.6910601763,0.578711629943324,0.00013866104352576,36209.1296318121,0.573677037205413,0.000155981032141389,30505.4964067401,0.552970410857435,0.000304847465764752
"76",76,0.909276,46.33581,0.156298,0.383815,5.6e-05,7541.452,0.531265,0.000224,7203.721,0.526542,0.00021,5793.253,0.51106,0.000395,0.909276,46.33581,0.156298,0.383815,5.6e-05,6835.02210027335,0.522264662919874,0.000209695114048479,6439.35176779379,0.517345606342803,0.000233559104842339,4.30212522276034e-09,0.331813338974993,0.0023579925427842
"77",77,1.494062,89.77131,0.263572,0.258929,6.4e-05,14360.01,0.570755,0.000104,13274.36,0.56147,0.000109,3316.072,0.509237,0.000214,1.494062,89.77131,0.263572,0.258929,6.4e-05,11939.6908472249,0.551463908269435,0.000121493657369128,9588.90652491191,0.537519025931634,0.000148260774662723,2.8047527140797e-21,0.336976113504735,0.00135015589382805
"78",78,1.272297,78.19264,0.127101,0.273897,3.2e-05,28218.84,0.576597,0.000151,27201.26,0.569475,0.000159,20195.33,0.538525,0.000264,1.272297,78.19264,0.127101,0.273897,3.2e-05,26267.3741670349,0.562114987255477,0.000175928070703073,24334.9488129321,0.553159742379852,0.000204359380283373,12095.6289237703,0.512391514840209,0.00038036000503927
"79",79,1.766225,138.23987,0.269042,0.26009,1.7e-05,74074.97,0.596678,0.000134,73930.69,0.595219,0.000136,73440.73,0.588357,0.000252,1.766225,138.23987,0.269042,0.26009,1.7e-05,74283.3422725054,0.594042207769131,0.000140430627904445,74247.9300589567,0.59304188049655,0.000152144053024863,1.23790907446948e-11,0.428320094024237,6.82034587159627e-05
"80",80,1.985358,61.68142,0.125463,0.305834,6e-05,24924.57,0.577324,0.000123,24361.71,0.570975,0.000129,21417.16,0.548504,0.000178,1.985358,61.68142,0.125463,0.305834,6e-05,23443.6813985812,0.564056621266818,0.000137285410215191,22505.5595257896,0.556765696817084,0.00015181732443226,18872.5822540385,0.53490554764419,0.000230089944206656
"81",81,0.655786,102.81894,0.363051,0.194821,5.7e-05,0,0.1257,0.000396,0,0.113242,0.000186,0,0.063091,0.000102,0.655786,102.81894,0.363051,0.194821,5.7e-05,3.82286155719823e-64,0.103041908890078,0.000127567459141179,5.63933526342167e-65,0.0902170581797082,0.000118925998191623,7.8380578792926e-67,0.0513951105108614,9.56724243279808e-05
"82",82,0.757932,66.48464,0.112701,0.362028,5.1e-05,6970.915,0.539514,0.000228,6417.502,0.532694,0.000198,0,0.166501,0.000616,0.757932,66.48464,0.112701,0.362028,5.1e-05,5917.80453567227,0.526067623346367,0.000175921140068195,5746.64884277319,0.524038853503214,0.00016909012048609,1.24867259556812e-11,0.135232752370023,0.000405188215128557
"83",83,1.595806,147.05645,0.357072,0.214843,7.7e-05,12608.85,0.579633,7.2e-05,11152.92,0.56897,8.2e-05,0,0.096028,0.000217,1.595806,147.05645,0.357072,0.214843,7.7e-05,8322.18023609092,0.554049833693513,0.000104657996194489,0.000207152098748608,0.589190832853103,0.000127560951451172,8.88615791621856e-66,0.0537506004656799,0.00012097133427819
"84",84,1.032805,92.00036,0.277428,0.196764,3e-06,269010.1,0.59818,4e-04,268854.6,0.597283,0.000401,268665.6,0.595337,0.000413,1.032805,92.00036,0.277428,0.196764,3e-06,222964.39079592,0.595139755327762,0.000368840327006147,222740.316641413,0.594171023938577,0.00037402928267921,223005.128931655,0.592562553605319,0.000418091102439773
"85",85,2.418173,88.41441,0.183095,0.38986,2.4e-05,72831.58,0.595468,0.000148,72680.86,0.593545,0.00015,72218.47,0.588934,0.000174,2.418173,88.41441,0.183095,0.38986,2.4e-05,72669.214882561,0.591765281898773,0.00015331826658437,72501.5211245968,0.590255991537917,0.000159407714411721,72173.9842491999,0.586007706572204,0.000229049117661866
"86",86,0.643003,79.96296,0.188609,0.131967,3.2e-05,8802.972,0.548957,0.000222,7420.307,0.539423,0.000195,0,0.102174,0.000352,0.643003,79.96296,0.188609,0.131967,3.2e-05,5861.83600913909,0.528968176704128,0.000172308734380945,1.8820624841424e-26,0.206163198798975,0.00151192944623388,4.89247078183394e-30,0.0877314774783946,0.000316581229752898
"87",87,1.39227,65.24756,0.371657,0.117091,6.9e-05,11432.44,0.558542,0.000118,10548.53,0.550068,0.000118,5425.716,0.513265,0.000184,1.39227,65.24756,0.371657,0.117091,6.9e-05,9454.91380893119,0.540794721908583,0.00012388952418503,7943.18724939437,0.529405441797792,0.000140598036513507,7.78171541656131e-10,0.485836016123159,0.000612990349987683
"88",88,0.580861,31.12446,0.317503,0.35599,9.3e-05,0,0.072158,0.000144,0,0.073838,0.000144,0,0.065853,0.000136,0.580861,31.12446,0.317503,0.35599,9.3e-05,1.29511706583334e-47,0.0828762651430818,0.000141699342754242,1.11380275198044e-47,0.0801439693387471,0.000138862753084536,3.2522244221642e-47,0.0705764869385284,0.000130755062645927
"89",89,1.319317,63.88454,0.375267,0.287602,5e-05,12032.04,0.55559,0.000136,10981.9,0.547387,0.000135,2982.048,0.50709,0.000206,1.319317,63.88454,0.375267,0.287602,5e-05,9647.45575055712,0.538051748248262,0.000141201748953345,7679.39175817857,0.526036777225306,0.000159688519179566,4.99505915853465e-14,0.476203993000512,0.000713383256870358
"90",90,1.371773,85.47987,0.353087,0.095551,3.3e-05,27548.28,0.580131,0.000125,26483.12,0.573511,0.000132,16667.52,0.539602,0.000227,1.371773,85.47987,0.353087,0.095551,3.3e-05,24905.3386170597,0.565857705821384,0.000145516041725265,22405.2973851677,0.556211509647325,0.000170496732614085,40.2372851997454,0.504007711804283,0.000331850325853604
"91",91,2.27679,31.69026,0.186871,0.004972,7.7e-05,26277.31,0.570465,0.000147,25912.18,0.564414,0.00015,24346.65,0.545111,0.000168,2.27679,31.69026,0.186871,0.004972,7.7e-05,25553.4531069084,0.558209415981206,0.000153856915152279,25030.189276959,0.551763757461821,0.000159892870426718,23747.5084274997,0.538423880376072,0.000181207006725884
"92",92,1.058529,107.74975,0.305532,0.381108,8.1e-05,4720.974,0.558264,0.000135,3315.098,0.543766,0.000114,0,0.101972,0.000203,1.058529,107.74975,0.305532,0.381108,8.1e-05,594.83359319193,0.519343271642057,9.35617037869103e-05,5.67389355184441e-49,0.143762210707368,0.000265338150312841,7.74881926372313e-54,0.0759050970523962,0.00018301216286989
"93",93,1.84847,113.69524,0.296851,0.099329,7.3e-05,19201.59,0.584012,7.9e-05,18554.01,0.5778,8.5e-05,4137.6,0.521196,0.000217,1.84847,113.69524,0.296851,0.099329,7.3e-05,17615.4156258088,0.570533230462687,9.99105776630147e-05,15505.7437197015,0.559046698569623,0.000134272311310936,1.09876265402942e-27,0.246890315831516,0.00023794067062476
"94",94,0.822061,60.10907,0.233946,0.012662,2.9e-05,16775.94,0.554723,0.000194,15493.63,0.546652,0.000192,9672.14,0.518635,0.000278,0.822061,60.10907,0.233946,0.012662,2.9e-05,13972.3715526249,0.538049099092228,0.000200008250917586,12042.5830549242,0.528373986491784,0.000221390330214509,3.67297095818037e-05,0.587386231970948,0.000493320817171247
"95",95,1.179015,72.30557,0.399655,0.304129,9.9e-05,3439.2,0.539853,0.00013,2977.476,0.533395,0.00011,0,0.193723,0.000426,1.179015,72.30557,0.399655,0.304129,9.9e-05,2441.09116974424,0.526303298769029,9.62031767340264e-05,1677.10943704514,0.517173449504107,8.81713803254322e-05,2.4612651496345e-58,0.162094280570673,0.000283115314615477
"96",96,1.786594,43.0424,0.351594,0.193082,5.6e-05,20900.82,0.56473,0.000144,20260.4,0.55789,0.000147,17102.39,0.532517,0.000177,1.786594,43.0424,0.351594,0.193082,5.6e-05,19295.3788182798,0.550244083423998,0.00015170487711369,18286.95138415,0.542007207604241,0.000160755508753366,14941.4626295028,0.519259749399243,0.000203635799194672
"97",97,2.039985,79.68846,0.231924,0.263736,5.8e-05,25315.27,0.582627,0.000105,24756.08,0.576885,0.00011,21063.71,0.553738,0.000177,2.039985,79.68846,0.231924,0.263736,5.8e-05,24199.7729135053,0.570827686774322,0.000120507166152776,23124.492556109,0.563781871273691,0.000138870898619531,15557.3674410096,0.530730708454006,0.000271521354767318
"98",98,0.988154,87.52371,0.242081,0.229847,6.8e-05,6930.197,0.554719,0.000144,5886.493,0.544057,0.000131,0,0.174112,0.000585,0.988154,87.52371,0.242081,0.229847,6.8e-05,4558.19202514084,0.531644344409393,0.000124934879734445,3637.00045909464,0.52348289934776,0.000120788405440357,5.34106266001183e-37,0.13137288597844,0.000386023196843574
"99",99,0.554012,88.95121,0.152763,0.033907,3.8e-05,7091.795,0.549649,0.000258,5200.126,0.534023,0.00019,0,0.070766,0.000212,0.554012,88.95121,0.152763,0.033907,3.8e-05,1.24481472654545e-22,0.139092700878034,0.000433504196939431,1.14097396821366e-23,0.10604633497314,0.000266678666129828,4.11828916292875e-25,0.0603001530155712,0.000202621803696254
"100",100,1.957083,38.19774,0.182632,0.035815,6.3e-05,26755.26,0.57146,0.000149,26298.58,0.56524,0.000152,24276.08,0.545026,0.000177,1.957083,38.19774,0.182632,0.035815,6.3e-05,25684.7618665712,0.558696352612072,0.000157412783494494,25013.0944159044,0.551962788575871,0.000165400740115677,23253.5931606499,0.537221756990641,0.000196304510474834
"101",101,2.432448,107.96352,0.214218,0.148907,2.3e-05,88610.95,0.598006,0.000136,88566,0.597108,0.000137,88515.9,0.595301,0.000147,2.432448,107.96352,0.214218,0.148907,2.3e-05,88691.7013623263,0.59634679397704,0.00013793624137032,88666.4215604848,0.595815064161233,0.000140056732206955,88957.9534444209,0.592228516963062,0.000213720492587614
"102",102,1.443248,139.27142,0.201945,0.34993,1.1e-05,89271.51,0.596375,0.000167,89068.68,0.59481,0.00017,85664.17,0.587279,0.000342,1.443248,139.27142,0.201945,0.34993,1.1e-05,89895.7004448653,0.593627452991661,0.000176228072724627,89919.4864097411,0.592671898195075,0.000192833637920208,0.00816639858055935,0.427579991935851,6.96585311718548e-05
"103",103,0.648035,123.56457,0.176489,0.126269,2.9e-05,11801.35,0.567253,0.00017,8943.864,0.553007,0.000165,0,0.068353,0.000191,0.648035,123.56457,0.176489,0.126269,2.9e-05,3142.17106434208,0.529588792525221,0.000168500555923913,1.21880637412901e-28,0.116650223050821,0.00031728834014687,7.70556160780417e-31,0.048442928544706,0.000170534474642018
"104",104,1.060613,142.65554,0.173143,0.124027,3.9e-05,19476.14,0.580508,0.000106,17777.06,0.570959,0.000122,0,0.091424,0.000299,1.060613,142.65554,0.173143,0.124027,3.9e-05,14884.1561036259,0.558658770085339,0.000156693147362831,2706.10109280792,0.52771354189015,0.000263191216318407,2.91523906408917e-30,0.0506949137612044,0.00017169158606502
"105",105,1.381598,129.38229,0.220121,0.199045,4.4e-05,22161.67,0.583254,9.8e-05,21100.33,0.576205,0.000109,0,0.362125,0.002983,1.381598,129.38229,0.220121,0.199045,4.4e-05,19207.1870169475,0.56720050864295,0.000133496322691559,13773.0895385486,0.548850522809221,0.000198729204617536,2.68138706276984e-38,0.0736566729408127,0.00034428808859557
"106",106,1.905618,88.94459,0.397204,0.214182,1.3e-05,99919.45,0.596466,0.000184,99752.37,0.59485,0.000186,99152.59,0.590519,0.000205,1.905618,88.94459,0.397204,0.214182,1.3e-05,99925.7575584435,0.593284668281066,0.00018839270122851,99702.0125111622,0.591834826418957,0.000193420025771432,99467.2960154406,0.58853852101913,0.000248097798974166
"107",107,0.958034,59.72233,0.180482,0.347126,1.5e-05,36427.89,0.569413,0.000235,34859.59,0.562117,0.000243,25716.65,0.532735,0.000331,0.958034,59.72233,0.180482,0.347126,1.5e-05,33885.015816897,0.554833083139735,0.000259585986499815,31129.3602979185,0.545807728863176,0.000284988837792724,18748.8013473846,0.516349722440556,0.000425658904816135
"108",108,0.548635,39.5791,0.333556,0.122804,6.4e-05,0,0.074156,0.000154,0,0.075192,0.00015,0,0.064049,0.000136,0.548635,39.5791,0.333556,0.122804,6.4e-05,1.65931007287548e-53,0.0840663544615612,0.00014788284227895,1.22517567020462e-53,0.0801976699795413,0.000143504728912586,2.2794928528948e-53,0.0681179888388034,0.000131216210198116
"109",109,1.743603,64.5396,0.255864,0.329437,8.6e-05,12200.69,0.561891,0.00011,11479.73,0.553432,0.000112,7409.297,0.517208,0.000167,1.743603,64.5396,0.255864,0.329437,8.6e-05,10600.7553886645,0.54437393563743,0.00011812785178784,9370.24195818212,0.533198237208388,0.000133298656210118,2629.62458456155,0.481910920056066,0.00022922539524592
"110",110,1.051563,129.64499,0.176129,0.345388,4.4e-05,13656.69,0.572681,0.00012,11454.02,0.559411,0.000128,0,0.102684,0.00036,1.051563,129.64499,0.176129,0.345388,4.4e-05,8569.88949191582,0.545644502895839,0.000153346766027634,2280.78730214731,0.521316969716871,0.000194186489783433,1.89339187003107e-30,0.0580834970470278,0.000197205355666419
"111",111,1.757696,56.98743,0.318657,0.309582,8.4e-05,11973.35,0.558254,0.000115,11298.16,0.550271,0.000116,7587.584,0.516113,0.000161,1.757696,56.98743,0.318657,0.309582,8.4e-05,10454.5498109329,0.541501316725989,0.000120963983547282,9318.34495220198,0.530834878386364,0.000133605060184076,4214.10241149375,0.490451346282589,0.00021575607649539
"112",112,1.053356,146.40322,0.36717,0.040103,9.7e-05,5507.693,0.570607,8.9e-05,3010.766,0.548822,8.6e-05,0,0.075706,9.6e-05,1.053356,146.40322,0.36717,0.040103,9.7e-05,2.62101187263554e-62,0.131126043861512,0.000119730008541321,9.95542873378902e-65,0.109293397600667,0.000107029128907284,3.60138300867607e-68,0.0533206280347724,9.41843943146418e-05
"113",113,1.529124,60.16444,0.206583,0.37823,5e-06,210560.8,0.596683,0.00038,210371.2,0.595193,0.000382,209640.1,0.591225,0.000396,1.529124,60.16444,0.206583,0.37823,5e-06,207310.137036264,0.59359877494534,0.000382187135897873,207032.922967597,0.592204911117567,0.000386614445557822,206762.300977858,0.590225426225923,0.000408483576827078
"114",114,1.228223,118.05628,0.269329,0.197531,1.1e-05,79641.83,0.594136,0.000179,79169.01,0.591599,0.000184,75900.98,0.582188,0.00031,1.228223,118.05628,0.269329,0.197531,1.1e-05,75082.9749202501,0.588499096587339,0.000190199314682678,74409.0670465328,0.585895318571221,0.000215547914185341,8.91902293452409e-25,0.238216765059591,0.000179456023638207
"115",115,0.603502,90.73748,0.365185,0.342623,6.5e-05,0,0.085051,0.000186,0,0.090188,0.000143,0,0.058404,1e-04,0.603502,90.73748,0.365185,0.342623,6.5e-05,2.7621818196023e-65,0.0898589499586631,0.000113624167525108,1.01467618169669e-65,0.0810352240482233,0.000107791089098163,4.46862310676495e-68,0.0506013383389693,9.71657253412396e-05
"116",116,0.747127,36.06791,0.151917,0.298226,2.5e-05,14533.67,0.528412,0.000311,13911.21,0.523153,0.000302,10844.77,0.50076,0.000391,0.747127,36.06791,0.151917,0.298226,2.5e-05,13154.4747553612,0.516843374268671,0.000308009440407903,12136.7597713739,0.509269122201792,0.00033207050178212,6002.14090510233,0.474400906692791,0.000635064470611976
"117",117,1.731186,131.33313,0.276721,0.196365,8.7e-05,13658.19,0.580201,7.2e-05,12666.31,0.57127,8.2e-05,7e-06,0.570911,0.00047,1.731186,131.33313,0.276721,0.196365,8.7e-05,11008.9562865026,0.559848411106382,0.000101381126545058,6347.34936063185,0.536291659125378,0.00014877832824565,8.19414039452184e-49,0.0747496318863346,0.000231222044542484
"118",118,2.131581,36.64634,0.232921,0.126401,6.1e-05,27744.01,0.571998,0.000151,27293.33,0.565872,0.000154,25268.46,0.545785,0.000178,2.131581,36.64634,0.232921,0.126401,6.1e-05,26788.5221803,0.559486305637039,0.00015951025318302,26115.1948853392,0.552794877137879,0.00016708101341161,24364.5073679496,0.538302031227947,0.000195583198422035
"119",119,2.270107,108.854,0.205389,0.198105,1.7e-05,108253.6,0.598352,0.000157,108215.4,0.5976,0.000158,108198.8,0.59617,0.000166,2.270107,108.854,0.205389,0.198105,1.7e-05,108406.053128903,0.596971130307802,0.00015887856137222,108390.033479856,0.596549376830323,0.000160626095436805,108861.355323637,0.593908527917378,0.000222123673347281
"120",120,0.523776,85.04342,0.142488,0.397487,1.8e-05,9805.822,0.549367,0.000311,7851.809,0.539681,0.000272,0,0.079459,0.000353,0.523776,85.04342,0.142488,0.397487,1.8e-05,5052.68087189085,0.526215888097295,0.000228220883040406,8.99223632577261e-21,0.150190650654616,0.000809052677199848,7.52009023795269e-23,0.0668811860316677,0.000323855016630249
"121",121,0.761491,85.17631,0.359268,0.111117,9.1e-05,4.4e-05,0.509909,0.000115,0,0.136865,0.000262,0,0.081032,0.00014,0.761491,85.17631,0.359268,0.111117,9.1e-05,1.49613641039181e-60,0.115824879148497,0.000149500618832307,1.40354047239684e-61,0.10354901820781,0.000138181406191278,1.40776804868992e-63,0.0709556777286208,0.000138395286564979
"122",122,0.937594,31.98579,0.118755,0.051528,4.4e-05,15222.63,0.533429,0.000243,14736.41,0.527562,0.000238,12514.78,0.50393,0.000284,0.937594,31.98579,0.118755,0.051528,4.4e-05,14159.021327043,0.520882293503595,0.000242006346190712,13434.1947217945,0.513110312000972,0.000255187906168907,10879.7712763667,0.488537977584292,0.000351999773306538
"123",123,1.62476,145.22646,0.329493,0.204062,2.4e-05,47284.56,0.593876,0.000109,46925.51,0.591222,0.000113,0.853887,0.527013,0.000568,1.62476,145.22646,0.329493,0.204062,2.4e-05,45904.2655019753,0.588382266030451,0.000123453342808802,45141.3372668028,0.584601513227934,0.000161415710933522,2.53862849789579e-60,0.0489882565548685,0.000264094768710544
"124",124,2.256296,72.13264,0.308557,0.34367,7.4e-05,19861.77,0.577976,9.8e-05,19264,0.571359,0.000103,15372.5,0.543739,0.000156,2.256296,72.13264,0.308557,0.34367,7.4e-05,18501.4555295915,0.564131986726415,0.000111405250936381,17362.8625974809,0.555733110595272,0.0001265193264488,11133.7802646465,0.521879896811418,0.000216934165009348
"125",125,1.837018,56.7416,0.252792,0.30066,7e-06,185477.2,0.596894,0.000327,185340.1,0.59549,0.000329,184768.7,0.591658,0.000339,1.837018,56.7416,0.252792,0.30066,7e-06,186639.325374792,0.59416247505925,0.00033176899997226,186436.774207539,0.592863733650963,0.000334779551354551,186163.342138733,0.590903874858208,0.000348895557660269
"126",126,0.97779,103.68131,0.295023,0.368839,5.9e-05,5809.246,0.557511,0.000145,4318.881,0.545276,0.000128,0,0.107596,0.000265,0.97779,103.68131,0.295023,0.368839,5.9e-05,1594.40833874093,0.526491258358336,0.00011097174374749,4.95199242706732e-46,0.177272954621226,0.000567351153016522,1.32311058321364e-51,0.0792155703508811,0.00022296478565074
"127",127,0.930452,135.19089,0.136174,0.066261,5.2e-05,13208.03,0.574205,0.000112,11208.05,0.560605,0.000123,0,0.083805,0.000204,0.930452,135.19089,0.136174,0.066261,5.2e-05,8414.49577587546,0.545810392470204,0.000148408082335488,2749.01739136034,0.517140579004014,0.000164409303981477,4.14449149727998e-23,0.0533841221291705,0.000158899188410576
"128",128,1.679545,99.94527,0.196552,0.178652,8.6e-05,14399.12,0.5759,8.7e-05,13552.91,0.567243,9.4e-05,4221.488,0.508745,0.000204,1.679545,99.94527,0.196552,0.178652,8.6e-05,12311.8295893156,0.557466687343805,0.000107001484375766,10210.2982203379,0.543391312256911,0.000136354820614464,6.38710413684369e-16,0.276078039147498,0.000534228220704814
"129",129,1.737062,82.1236,0.181305,0.026288,9.7e-05,14938.74,0.574601,8.9e-05,14284.58,0.566719,9.4e-05,9773.754,0.53108,0.000165,1.737062,82.1236,0.181305,0.026288,9.7e-05,13409.1572012827,0.558239066827116,0.000103884672991528,12139.9634941509,0.547764837571841,0.000123098554696875,786.055326659476,0.464079564688986,0.000204917710236966
"130",130,0.616435,120.9241,0.255418,0.207572,4e-06,82676,0.587531,0.000265,78556.23,0.582378,0.000274,0,0.269265,0.000291,0.616435,120.9241,0.255418,0.207572,4e-06,56103.8878343592,0.573259803406741,0.000287434452913906,7814.87626021389,0.565240019772709,0.000389633394030773,3.38832435944453e-45,0.0855560322354708,0.00109744484851576
"131",131,1.708476,60.27239,0.348097,0.161225,5.2e-05,22086.03,0.573085,0.000125,21323.91,0.566132,0.000129,16909.69,0.538549,0.000176,1.708476,60.27239,0.348097,0.161225,5.2e-05,20222.5655657901,0.558403956583426,0.000137158179621108,18876.3533743735,0.549749682762594,0.00015062805971812,13188.1818920219,0.521304506622761,0.000224687720346598
